Batch,Rater,Trial,Text,Rating,Subject,Text_Language,Text_Type,Time,Rater_Sex,Rater_Age,Rater_NativeLanguage,Rater_NativeLanguage2,Rater_NativeLanguageOther,Rater_Country,Rater_Education,Rater_Profession,Rater_OtherProfession,Rater_TeacherLevel,Rater_StudentField
French_A,5878aa63dafe3,15,Q_CF_9_arg_F_C_1,5,Q_CF_9,French,arg,1,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,16,W_CF_18_arg_F_C_2,4,W_CF_18,French,arg,2,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,17,Y_PNF_28_arg_F_C_2,6,Y_PNF_28,French,arg,2,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,18,T_CF_6_narr_F_C_3,7,T_CF_6,French,narr,3,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,19,Y_PNF_23_narr_F_C_3,5,Y_PNF_23,French,narr,3,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,20,AD_PLF_8_arg_F_C_2,3,AD_PLF_8,French,arg,2,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,21,A_PLF_1_arg_F_C_3,3,A_PLF_1,French,arg,3,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,22,D_PLF_9_arg_F_C_1,7,D_PLF_9,French,arg,1,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,23,A_PLF_10_narr_F_C_1,5,A_PLF_10,French,narr,1,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,24,P_CF_12_arg_F_C_3,5,P_CF_12,French,arg,3,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,25,W_CF_14_arg_F_C_3,8,W_CF_14,French,arg,3,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,26,W_CF_7_narr_F_C_2,7,W_CF_7,French,narr,2,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,27,A_PLF_17_narr_F_C_3,5,A_PLF_17,French,narr,3,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,28,A_PLF_6_narr_F_C_2,3,A_PLF_6,French,narr,2,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,29,W_CF_10_arg_F_C_1,4,W_CF_10,French,arg,1,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,30,AA_PLF_10_narr_F_C_1,3,AA_PLF_10,French,narr,1,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,31,W_CF_15_narr_F_C_3,7,W_CF_15,French,narr,3,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,32,T_CF_18_narr_F_C_1,6,T_CF_18,French,narr,1,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,33,W_CF_13_arg_F_C_2,8,W_CF_13,French,arg,2,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,34,AA_PLF_7_narr_F_C_2,5,AA_PLF_7,French,narr,2,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,35,P_CF_3_narr_F_C_2,3,P_CF_3,French,narr,2,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,36,Y_PNF_29_arg_F_C_3,3,Y_PNF_29,French,arg,3,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,37,AD_PLF_21_arg_F_C_3,5,AD_PLF_21,French,arg,3,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,38,C_PLF_16_arg_F_C_1,4,C_PLF_16,French,arg,1,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,39,AD_PLF_14_narr_F_C_3,2,AD_PLF_14,French,narr,3,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,40,Y_PNF_25_narr_F_C_2,5,Y_PNF_25,French,narr,2,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,41,R_CF_3_narr_F_C_1,4,R_CF_3,French,narr,1,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,42,Y_PNF_32_narr_F_C_2,4,Y_PNF_32,French,narr,2,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,43,P_CF_8_arg_F_C_3,5,P_CF_8,French,arg,3,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,44,P_CF_4_narr_F_C_2,3,P_CF_4,French,narr,2,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,45,AE_PLF_1_arg_F_C_2,5,AE_PLF_1,French,arg,2,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,46,A_PLF_13_arg_F_C_1,6,A_PLF_13,French,arg,1,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,47,AD_PLF_20_narr_F_C_3,4,AD_PLF_20,French,narr,3,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,48,Q_CF_9_narr_F_C_3,7,Q_CF_9,French,narr,3,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,49,Y_PNF_25_arg_F_C_1,3,Y_PNF_25,French,arg,1,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,50,T_CF_11_arg_F_C_1,5,T_CF_11,French,arg,1,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,5878aa63dafe3,51,Z_PLF_3_arg_F_C_2,5,Z_PLF_3,French,arg,2,female,26,mono-French,NA,NA,FR,PhD,Other,en thèse,NA,NA
French_A,587aaa0ccbbdc,2,Y_PNF_26_arg_F_C_2,7,Y_PNF_26,French,arg,2,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,3,Y_PNF_1_narr_F_C_1,5,Y_PNF_1,French,narr,1,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,4,A_PLF_16_narr_F_C_2,8,A_PLF_16,French,narr,2,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,5,W_CF_15_narr_F_C_3,9,W_CF_15,French,narr,3,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,6,D_PLF_9_arg_F_C_1,7,D_PLF_9,French,arg,1,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,7,A_PLF_6_narr_F_C_2,4,A_PLF_6,French,narr,2,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,8,W_CF_14_arg_F_C_3,6,W_CF_14,French,arg,3,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,9,A_PLF_1_arg_F_C_3,5,A_PLF_1,French,arg,3,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,10,T_CF_18_narr_F_C_1,4,T_CF_18,French,narr,1,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,11,R_CF_2_arg_F_C_2,5,R_CF_2,French,arg,2,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,12,Y_PNF_25_narr_F_C_2,7,Y_PNF_25,French,narr,2,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,13,W_CF_18_arg_F_C_2,6,W_CF_18,French,arg,2,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,14,T_CF_6_narr_F_C_3,7,T_CF_6,French,narr,3,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,15,Y_PNF_2_arg_F_C_1,3,Y_PNF_2,French,arg,1,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,16,AD_PLF_8_arg_F_C_2,5,AD_PLF_8,French,arg,2,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,17,AE_PLF_1_arg_F_C_2,5,AE_PLF_1,French,arg,2,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,18,A_PLF_13_arg_F_C_1,6,A_PLF_13,French,arg,1,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,19,P_CF_3_narr_F_C_2,6,P_CF_3,French,narr,2,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,20,A_PLF_10_narr_F_C_1,4,A_PLF_10,French,narr,1,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,21,AD_PLF_20_narr_F_C_3,5,AD_PLF_20,French,narr,3,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,22,AA_PLF_10_narr_F_C_1,3,AA_PLF_10,French,narr,1,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,23,Y_PNF_9_narr_F_C_3,9,Y_PNF_9,French,narr,3,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,24,P_CF_8_arg_F_C_3,7,P_CF_8,French,arg,3,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,25,AD_PLF_14_narr_F_C_3,4,AD_PLF_14,French,narr,3,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,26,W_CF_13_arg_F_C_2,9,W_CF_13,French,arg,2,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,27,T_CF_11_arg_F_C_1,2,T_CF_11,French,arg,1,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,28,C_PLF_16_arg_F_C_1,7,C_PLF_16,French,arg,1,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,29,R_CF_3_narr_F_C_1,6,R_CF_3,French,narr,1,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,30,Y_PNF_25_arg_F_C_1,5,Y_PNF_25,French,arg,1,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,31,R_CF_9_arg_F_C_1,4,R_CF_9,French,arg,1,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,32,Y_PNF_29_arg_F_C_3,2,Y_PNF_29,French,arg,3,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,33,W_CF_16_arg_F_C_3,7,W_CF_16,French,arg,3,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,34,Z_PLF_1_narr_F_C_1,5,Z_PLF_1,French,narr,1,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,35,Y_PNF_23_narr_F_C_3,4,Y_PNF_23,French,narr,3,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,36,AD_PLF_20_arg_F_C_3,5,AD_PLF_20,French,arg,3,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,37,W_CF_7_narr_F_C_2,9,W_CF_7,French,narr,2,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,38,Z_PLF_3_arg_F_C_2,3,Z_PLF_3,French,arg,2,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,39,AD_PLF_19_arg_F_C_2,4,AD_PLF_19,French,arg,2,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,40,W_CF_10_arg_F_C_1,3,W_CF_10,French,arg,1,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,41,P_CF_4_narr_F_C_2,5,P_CF_4,French,narr,2,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,42,Y_PNF_28_arg_F_C_2,5,Y_PNF_28,French,arg,2,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,43,A_PLF_17_narr_F_C_3,4,A_PLF_17,French,narr,3,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,44,R_CF_6_arg_F_C_2,7,R_CF_6,French,arg,2,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,45,AD_PLF_21_arg_F_C_3,7,AD_PLF_21,French,arg,3,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,46,Z_PLF_4_arg_F_C_3,5,Z_PLF_4,French,arg,3,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,47,Y_PNF_32_narr_F_C_2,4,Y_PNF_32,French,narr,2,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,48,AA_PLF_7_narr_F_C_2,4,AA_PLF_7,French,narr,2,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,49,P_CF_12_arg_F_C_3,8,P_CF_12,French,arg,3,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,50,Q_CF_9_narr_F_C_3,9,Q_CF_9,French,narr,3,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587aaa0ccbbdc,51,Q_CF_9_arg_F_C_1,7,Q_CF_9,French,arg,1,female,31,mono-French,NA,NA,Canada,Master,Other,bibliothécaire (études linguistiques),NA,NA
French_A,587f2a5f782ce,2,T_CF_11_arg_F_C_1,7,T_CF_11,French,arg,1,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,3,R_CF_3_narr_F_C_1,6,R_CF_3,French,narr,1,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,4,Y_PNF_28_arg_F_C_2,8,Y_PNF_28,French,arg,2,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,5,AD_PLF_21_arg_F_C_3,9,AD_PLF_21,French,arg,3,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,6,AD_PLF_19_arg_F_C_2,8,AD_PLF_19,French,arg,2,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,7,R_CF_6_arg_F_C_2,8,R_CF_6,French,arg,2,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,8,P_CF_8_arg_F_C_3,8,P_CF_8,French,arg,3,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,9,A_PLF_6_narr_F_C_2,4,A_PLF_6,French,narr,2,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,10,AE_PLF_1_arg_F_C_2,5,AE_PLF_1,French,arg,2,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,11,D_PLF_9_arg_F_C_1,8,D_PLF_9,French,arg,1,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,12,AD_PLF_20_narr_F_C_3,7,AD_PLF_20,French,narr,3,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,13,T_CF_6_narr_F_C_3,7,T_CF_6,French,narr,3,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,14,W_CF_10_arg_F_C_1,4,W_CF_10,French,arg,1,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,15,C_PLF_16_arg_F_C_1,7,C_PLF_16,French,arg,1,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,16,W_CF_15_narr_F_C_3,6,W_CF_15,French,narr,3,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,17,AA_PLF_10_narr_F_C_1,5,AA_PLF_10,French,narr,1,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,18,R_CF_2_arg_F_C_2,5,R_CF_2,French,arg,2,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,19,Y_PNF_32_narr_F_C_2,7,Y_PNF_32,French,narr,2,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,20,Y_PNF_23_narr_F_C_3,4,Y_PNF_23,French,narr,3,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,21,A_PLF_13_arg_F_C_1,5,A_PLF_13,French,arg,1,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,22,A_PLF_17_narr_F_C_3,4,A_PLF_17,French,narr,3,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,23,W_CF_14_arg_F_C_3,6,W_CF_14,French,arg,3,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,24,Y_PNF_2_arg_F_C_1,4,Y_PNF_2,French,arg,1,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,25,W_CF_7_narr_F_C_2,8,W_CF_7,French,narr,2,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,26,P_CF_4_narr_F_C_2,4,P_CF_4,French,narr,2,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,27,T_CF_18_narr_F_C_1,5,T_CF_18,French,narr,1,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,28,Y_PNF_26_arg_F_C_2,5,Y_PNF_26,French,arg,2,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,29,AA_PLF_7_narr_F_C_2,5,AA_PLF_7,French,narr,2,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,30,W_CF_13_arg_F_C_2,9,W_CF_13,French,arg,2,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,31,Z_PLF_1_narr_F_C_1,5,Z_PLF_1,French,narr,1,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,32,Y_PNF_25_arg_F_C_1,5,Y_PNF_25,French,arg,1,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,33,W_CF_16_arg_F_C_3,8,W_CF_16,French,arg,3,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,34,W_CF_18_arg_F_C_2,5,W_CF_18,French,arg,2,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,35,R_CF_9_arg_F_C_1,5,R_CF_9,French,arg,1,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,36,Y_PNF_9_narr_F_C_3,7,Y_PNF_9,French,narr,3,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,37,Q_CF_9_narr_F_C_3,6,Q_CF_9,French,narr,3,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,38,Y_PNF_25_narr_F_C_2,6,Y_PNF_25,French,narr,2,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,39,Z_PLF_3_arg_F_C_2,5,Z_PLF_3,French,arg,2,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,40,P_CF_3_narr_F_C_2,4,P_CF_3,French,narr,2,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,41,AD_PLF_8_arg_F_C_2,5,AD_PLF_8,French,arg,2,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,42,Z_PLF_4_arg_F_C_3,5,Z_PLF_4,French,arg,3,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,43,Y_PNF_29_arg_F_C_3,4,Y_PNF_29,French,arg,3,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,44,Y_PNF_1_narr_F_C_1,5,Y_PNF_1,French,narr,1,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,45,Q_CF_9_arg_F_C_1,5,Q_CF_9,French,arg,1,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,46,A_PLF_1_arg_F_C_3,5,A_PLF_1,French,arg,3,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,47,A_PLF_16_narr_F_C_2,5,A_PLF_16,French,narr,2,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,48,AD_PLF_14_narr_F_C_3,4,AD_PLF_14,French,narr,3,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,49,A_PLF_10_narr_F_C_1,4,A_PLF_10,French,narr,1,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,50,AD_PLF_20_arg_F_C_3,4,AD_PLF_20,French,arg,3,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
French_A,587f2a5f782ce,51,P_CF_12_arg_F_C_3,6,P_CF_12,French,arg,3,female,24,mono-French,NA,NA,CH,Secondary,Student,NA,NA,Enseignement
